City,Code1,Code2
Saint-Pierre-de-Bat,FR,GPB
Saint-Pierre-de-Belleville,FR,V6P
Saint-Pierre-de-Buf,FR,DBF
Saint-Pierre-de-Chandieu,FR,SPY
Saint-Pierre-de-Cheville,FR,PCV
Saint-Pierre-de-Clairac,FR,XSP
Saint-Pierre-de-Franqueville,FR,PFQ
Saint-Pierre-de-Fursac,FR,CWD
Saint-Pierre-de-Maillé,FR,NN8
Saint-Pierre-de-Manneville,FR,X28
Saint-Pierre-de-Mons,FR,IEM
Saint-Pierre-d'Entremont,FR,SPR
Saint-Pierre-de-Plesguen,FR,PZP
Saint-Pierre-des-Corps,FR,SPD
Saint-Pierre-des-Landes,FR,ZZZ
Saint-Pierre-de-Varengeville,FR,PDX
Saint-Pierre-de-Vassols,FR,PVS
Saint-Pierre-d'Exideuil,FR,PEF
Saint-Pierre-d'Irube,FR,P7S
Saint-Pierre-d'Oléron,FR,DZO
Saint-Pierre-du-Mont,FR,SPM
Saint-Pierre-du-Palais,FR,PP7
Saint-Pierre-du-Perray,FR,DDY
Saint-Pierre-du-Regard,FR,RDR
Saint-Pierre-du-Vauvray,FR,PDY
Saint-Pierre-Église,FR,SPE
Saint-Pierre-en-Faucigny,FR,SFY
Saint-Pierre-en-Vaux,FR,NS8
Saint-Pierre-la-Garenne,FR,XPG
Saint-Pierre-la-Palud,FR,UPD
Saint-Pierre-le-Moûtier,FR,SII
Saint-Pierre-lès-Bitry,FR,6SP
Saint-Pierre-lès-Elbeuf,FR,PJB
Saint-Pierre-les-Étieux,FR,NTX
Saint-Pierre-lès-Nemours,FR,SPN
Saint-Pierre-le-Vieux,FR,UXV
Saint-Pierre-le-Viger,FR,PII
Saint-Pierremont,FR,QP3
Saint-Pierremont,FR,QX5
Saint-Pierre-Montlimart,FR,SPP
Saint-Pierre-Quiberon,FR,SQR
Saint-Pierre-sur-Dives,FR,SIV
Saint-Pierre-Toirac,FR,PIT
Saint-Plancard,FR,S2P
Saint-Point-Lac,FR,DU7
Saint-Pois,FR,IOI
Saint-Pol-de-Léon,FR,EON
Saint-Pol-sur-Mer,FR,SPQ
Saint-Pol-sur-Ternoise,FR,SPO
Saint-Polycarpe,FR,SWP
Saint-Pons-de-Thomières,FR,TPN
Saint-Pons-la-Calm,FR,PCM
Saint-Pourçain-sur-Sioule,FR,URC
Saint-Prest,FR,NPS
Saint-Preuil,FR,IPR
Saint-Priest,FR,SPA
Saint-Priest,FR,SPC
Saint-Priest,FR,ZRP
Saint-Priest-de-Gimel,FR,PFK
Saint-Priest-des-Champs,FR,9GL
Saint-Priest-en-Jarez,FR,PSZ
Saint-Priest-la-Prugne,FR,QPP
Saint-Priest-les-Fougères,FR,S7F
Saint-Priest-Palus,FR,ZW2
Saint-Priest-sous-Aixe,FR,RTX
Saint-Privat,FR,TPS
Saint-Privat-des-Vieux,FR,IVX
Saint-Privé,FR,TPV
Saint-Privé,FR,98Y
Saint-Prix,FR,PXJ
Saint-Prix,FR,XY2
Saint-Projet-Saint-Constant,FR,PJT
Saint-Prouant,FR,SPT
Saint-Pryvé-Saint-Mesmin,FR,YMM
Saint-Puy,FR,YPZ
Saint-Quay-Perros,FR,SQP
Saint-Quay-Portrieux,FR,QPT
Saint-Quentin,FR,STQ
Saint-Quentin-au-Bosc,FR,SQC
Saint-Quentin-de-Baron,FR,SQB
Saint-Quentin-de-Caplong,FR,QCP
Saint-Quentin-des-Isles,FR,SKK
Saint-Quentin-des-Prés,FR,QQP
Saint-Quentin-du-Dropt,FR,3QT
Saint-Quentin-en-Yvelines,FR,SQY
Saint-Quentin-Fallavier,FR,SQF
Saint-Quentin-la-Motte-Croix-au-Bailly,FR,QLC
Saint-Quentin-Lamotte-Croix-au-Bailly,FR,Q33
Saint-Quentin-la-Poterie,FR,ZQG
Saint-Quentin-les-Chardonnets,FR,QL3
Saint-Quentin-sur-Isère,FR,QS2
Saint-Quentin-sur-le-Homme,FR,SQH
Saint-Quirin,FR,SQ4
Saint-Rambert-d'Albon,FR,SRA
Saint-Rambert-en-Bugey,FR,RTK
Saint-Raphaël,FR,SRL
Saint-Règle,FR,T7R
Saint-Rémy,FR,RMW
Saint-Rémy,FR,RMI
Saint-Rémy,FR,SIR
Saint-Rémy,FR,AXQ
Saint-Rémy-au-Bois,FR,RXO
Saint-Rémy-Boscrocourt,FR,RB4
Saint-Remy-Chaussée,FR,SC9
Saint-Rémy-de-Maurienne,FR,RMU
Saint-Rémy-de-Provence,FR,YEZ
Saint-Rémy-du-Val,FR,R3V
Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,FR,SRZ
Saint-Remy-en-l'Eau,FR,YLU
Saint-Rémy-en-Mauges,FR,USQ
Saint-Rémy-la-Vanne,FR,RMV
Saint-Rémy-lès-Chevreuse,FR,SRY
Saint-Rémy-l'Honoré,FR,ZHU
Saint-Rémy-sur-Avre,FR,RYV
Saint-Remy-sur-Bussy,FR,B9Y
Saint-Rémy-sur-Durolle,FR,TWQ
Saint-Renan,FR,SRE
Saint-Restitut,FR,DSR
Saint-Révérend,FR,RVN
Saint-Roch,FR,RFO
Saint-Rogatien,FR,SG6
Saint-Romain,FR,RMQ
Saint-Romain,FR,SRM
Saint-Romain-au-Mont-d'Or,FR,RDO
Saint-Romain-d'Ay,FR,9SR
Saint-Romain-de-Benet,FR,ROB
Saint-Romain-de-Colbosc,FR,ZQS
Saint-Romain-de-Jalionas,FR,RDJ
Saint-Romain-de-Lerps,FR,QPM
Saint-Romain-de-Popey,FR,RRM
Saint-Romain-d'Urfé,FR,S5U
Saint-Romain-en-Gal,FR,QSR
Saint-Romain-en-Gier,FR,RMR
Saint-Romain-en-Jarez,FR,S3J
Saint-Romain-en-Viennois,FR,NOT
Saint-Romain-et-Saint-Clément,FR,SE9
Saint-Romain-Lachalm,FR,RLC
Saint-Romain-la-Virvée,FR,PQJ
Saint-Romain-le-Puy,FR,YUR
Saint-Romain-sur-Cher,FR,XRO
Saint-Roman,FR,IEV
Saint-Roman-de-Malegarde,FR,YCM
Saint-Romans,FR,S5R
Saint-Rome-de-Tarn,FR,A4R
Saintry-sur-Seine,FR,SSN
Saint-Saëns,FR,S8S
Saint-Salvy-de-la-Balme,FR,BMY
Saint-Samson,FR,9SN
Saint-Samson-de-Bonfossé,FR,SBM
Saint-Sandoux,FR,63X
Saint-Santin-Aveyron,FR,A8V
Saint-Sardos,FR,DJQ
Saint-Satur,FR,UJJ
Saint-Saturnin,FR,SS3
Saint-Saturnin,FR,U5I
Saint-Saturnin,FR,SS2
Saint-Saturnin,FR,N9N
Saint-Saturnin,FR,UI2
Saint-Saturnin-d'Apt,FR,TQJ
Saint-Saturnin-de-Lucian,FR,SSC
Saint-Saturnin-du-Limet,FR,ULM
Saint-Saturnin-lès-Avignon,FR,SST
Saint-Saulve,FR,ZUE
Saint-Sauvant,FR,SSJ
Saint-Sauvant,FR,6VS
Saint-Sauveur,FR,SR3
Saint-Sauveur,FR,SSV
Saint-Sauveur,FR,AQT
Saint-Sauveur,FR,SV9
Saint-Sauveur,FR,IUV
Saint-Sauveur,FR,ZSP
Saint-Sauveur,FR,S6S
Saint-Sauveur,FR,QXS
Saint-Sauveur,FR,NV8
Saint-Sauveur-d'Aunis,FR,TT8
Saint-Sauveur-de-Meilhan,FR,UJQ
Saint-Sauveur-de-Montagut,FR,S2M
Saint-Sauveur-de-Peyre,FR,8SD
Saint-Sauveur-de-Puynormand,FR,TJQ
Saint-Sauveur-des-Landes,FR,DLS
Saint-Sauveur-en-Rue,FR,S3R
Saint-Sauveur-le-Vicomte,FR,VCM
Saint-Sauvy,FR,UY6
Saint-Savin,FR,2SV
Saint-Savin,FR,TSN
Saint-Savin-de-Blay,FR,SSX
Saint-Savinien,FR,IAV
Saint-Saviol,FR,SWO
Saint-Sébastien-de-Morsent,FR,SDT
Saint-Sébastien-sur-Loire,FR,SSK
Saint-Secondin,FR,3VS
Saint-Selve,FR,LLJ
Saint-Senier-sous-Avranches,FR,S5A
Saint-Sériès,FR,ESJ
Saint-Sernin,FR,TQN
Saint-Sernin-du-Bois,FR,B77
Saint-Sernin-du-Plain,FR,NDN
Saint-Sernin-sur-Rance,FR,RRC
Saint-Seuri-de-Bourg,FR,UQJ
Saint-Seurin-de-Bourg,FR,RJB
Saint-Seurin-de-Cadourne,FR,ECR
Saint-Seurin-de-Cursac,FR,DC6
Saint-Seurin-sur-l'Isle,FR,SSL
Saint-Sever,FR,VXE
Saint-Sever-Calvados,FR,S4C
Saint-Séverin,FR,SNJ
Saint-Séverin-sur-Boutonne,FR,SXV
Saints-Geosmes,FR,52G
Saint-Sigismond-de-Clermont,FR,ZIL
Saint-Silvain-Bellegarde,FR,7SB
Saint-Silvain-sous-Toulx,FR,X23
Saint-Siméon-de-Bressieux,FR,SSB
Saint-Simon,FR,TIM
Saint-Simon,FR,OMN
Saint-Simon-de-Bordes,FR,SBJ
Saint-Sorlin,FR,S86
Saint-Sorlin-en-Bugey,FR,S2B
Saint-Sornin,FR,3SS
Saint-Sornin,FR,SOC
Saint-Sornin-Leulac,FR,S8A
Saint-Soupplets,FR,UPP
Saint-Sulpice,FR,UPI
Saint-Sulpice,FR,TPA
Saint-Sulpice-de-Cognac,FR,SD6
Saint-Sulpice-de-Faleyrens,FR,SDH
Saint-Sulpice-de-Mareuil,FR,SPU
Saint-Sulpice-de-Pommiers,FR,TNI
Saint-Sulpice-de-Royan,FR,UPR
Saint-Sulpice-des-Rivoires,FR,JQW
Saint-Sulpice-et-Cameyrac,FR,UPY
Saint-Sulpice-Laurière,FR,SUU
Saint-Sulpice-le-Dunois,FR,SP6
Saint-Sulpice-le-Guérétois,FR,SU6
Saint-Sulpice-les-Feuilles,FR,FII
Saint-Sulpice-le-Verdon,FR,398
Saint-Sulpice-sur-Lèze,FR,S3L
Saint-Sulpice-sur-Risle,FR,RTP
Saint-Sylvain-d'Anjou,FR,SYJ
Saint-Sylvestre,FR,UVH
Saint-Sylvestre-Cappel,FR,XSC
Saint-Sylvestre-sur-Lot,FR,XZC
Saint-Symphorien,FR,FPT
Saint-Symphorien,FR,2SS
Saint-Symphorien,FR,SS9
Saint-Symphorien-de-Lay,FR,PHO
Saint-Symphorien-des-Bruyères,FR,ORF
Saint-Symphorien-d'Ozon,FR,SDO
Saint-Symphorien-sous-Chomérac,FR,AQ6
Saint-Symphorien-sur-Coise,FR,SSU
Saint-Symphorien-sur-Couze,FR,SHV
Saint-Thibaud-de-Couz,FR,2ES
Saint-Thibault,FR,SNH
Saint-Thibault-des-Vignes,FR,VIG
Saint-Thibéry,FR,THY
Saint-Thierry,FR,IEE
Saint-Thomas,FR,8ST
Saint-Thomas-de-Conac,FR,JCC
Saint-Thomas-en-Royans,FR,TYA
Saint-Thonan,FR,STH
Saint-Thual,FR,SHU
Saint-Thurial,FR,TZU
Saint-Thuriau,FR,QSH
Saint-Thurien,FR,ZA9
Saint-Thurien,FR,ZAV
Saint-Tricat,FR,KAT
Saint-Trivier-de-Courtes,FR,TCO
Saint-Trivier-sur-Moignans,FR,VVS
Saint-Trojan,FR,TRJ
Saint-Tropez,FR,STP
Saint-Tugdual,FR,TDA
Saint-Ulphace,FR,UP8
Saint-Urbain-Sur-Marne,FR,SXW
Saint-Urcisse,FR,UCS
Saint-Usage,FR,TUA
Saint-Usuge,FR,TSU
Saint-Uze,FR,XUZ
Saint-Vaast-Dieppedalle,FR,VPA
Saint-Vaast-la-Hougue,FR,VHH
Saint-Vaast-lès-Mello,FR,M5L
Saint-Vaize,FR,XCS
Saint-Valbert,FR,VZB
Saint-Valentin,FR,VTI
Saint-Valérien,FR,NVQ
Saint-Valery-en-Caux,FR,VEX
Saint-Valéry-sur-Bresle,FR,VLZ
Saint-Valery-sur-Somme,FR,SVS
Saint-Vallerin,FR,VNR
Saint-Vallier,FR,SIF
Saint-Vallier,FR,VA5
Saint-Vallier-de-Thiey,FR,VDT
Saint-Vallier-sur-Marne,FR,3AH
Saint-Varent,FR,5TV
Saint-Vaury,FR,C23
Saint-Venant,FR,SI4
Saint-Vérand,FR,8SV
Saint-Vérand,FR,XVR
Saint-Vérand,FR,TVA
Saint-Viance,FR,ZIT
Saint-Viaud,FR,IUD
Saint-Victor,FR,ST6
Saint-Victor,FR,SVR
Saint-Victor-de-Cessieu,FR,VCJ
Saint-Victor-de-Malcap,FR,V67
Saint-Victor-de-Morestel,FR,3SV
Saint-Victoret,FR,SVC
Saint-Victor-l'Abbaye,FR,S9V
Saint-Victor-la-Coste,FR,XVT
Saint-Victor-Rouzaud,FR,7SV
Saint-Victor-sur-Loire,FR,V4L
Saint-Victor-sur-Rhins,FR,SVK
Saint-Victurnien,FR,V8N
Saint-Vigor,FR,YVV
Saint-Vigor-d'Ymonville,FR,SVD
Saint-Vigor-le-Grand,FR,8UR
Saint-Vincent-de-Barbeyrargues,FR,XBB
Saint-Vincent-de-Boisset,FR,7SS
Saint-Vincent-de-Connezac,FR,V7X
Saint-Vincent-de-Mercuze,FR,VMU
Saint-Vincent-de-Paul,FR,WSV
Saint-Vincent-de-Paul,FR,SVP
Saint-Vincent-de-Pertignas,FR,VDP
Saint-Vincent-de-Reins,FR,VNT
Saint-Vincent-des-Landes,FR,S4V
Saint-Vincent-des-Prés,FR,S4T
Saint-Vincent-de-Tyrosse,FR,WSD
Saint-Vincent-du-Boulay,FR,VB4
Saint-Vincent-en-Bresse,FR,ICB
Saint-Vincent-Lespinasse,FR,6VP
Saint-Vincent-Rive-d'Olt,FR,WSR
Saint-Vincent-sur-Oust,FR,VOT
Saint-Vit,FR,SIT
Saint-Vite,FR,S2V
Saint-Vivien,FR,IEN
Saint-Vivien-de-Blaye,FR,WVD
Saint-Vivien-de-Médoc,FR,SV5
Saint-Vivien-de-Monségur,FR,982
Saint-Vougay,FR,VUG
Saint-Vrain,FR,8HT
Saint-Vran,FR,VNA
Saint-Vulbas,FR,SVB
Saint-Wandrille-Rançon,FR,SWD
Saint-Witz,FR,SAW
Saint-Xandre,FR,XNS
Saint-Yan,FR,STY
Saint-Yorre,FR,SJA
Saint-Yrieix-la-Perche,FR,SYP
Saint-Yrieix-les-Bois,FR,YBO
Saint-Yrieix-sur-Charente,FR,SXC
Saint-Ythaire,FR,YH8
Saint-Yvi,FR,YVY
Saint-Yzan-de-Soudiac,FR,P7T
Saint-Yzans-de-Médoc,FR,SY2
Sainville,FR,IVI
Saix,FR,SXJ
Saïx,FR,AIJ
Salaise-sur-Sanne,FR,SAL
Salaunes,FR,SL4
Salbris,FR,SXS
Saleilles,FR,SI2
Salernes,FR,SAS
Saleux,FR,SUX
Salies-de-Béarn,FR,ALI
Salies-du-Salat,FR,DST
Salignac,FR,AQN
Salignac-sur-Charente,FR,GXN
Saligny-sur-Roudon,FR,R7G
Salin-de-Giraud,FR,SDG
Salindres,FR,SAI
Salinelles,FR,IEL
Salins-les-Bains,FR,INS
Sallanches,FR,SCS
Sallaumines,FR,SUM
Sallebuf,FR,EBO
Sallèdes,FR,L5D
Sallèles-Cabardès,FR,RXS
Sallèles-d'Aude,FR,SUD
Sallertaine,FR,S9A
Salles,FR,SLL
Salles-Arbuissonnas-en-Beaujolais,FR,LB4
Salles-Courbatiès,FR,ACB
Salles-d'Angles,FR,SNE
Salles-d'Aude,FR,EED
Salles-et-Pratviel,FR,VPS
Salles-Lavalette,FR,YZY
Salles-Mongiscard,FR,C6I
Salles-sur-Garonne,FR,S3N
Salles-sur-Mer,FR,SL9
Salomé,FR,SO5
Salon-de-Provence,FR,SDP
Salouël,FR,SX7
Salses-le-Château,FR,SAC
Salsigne,FR,SGN
Salvagnac,FR,VGC
Salvezines,FR,8AD
Salviac,FR,SIA
Samatan,FR,SKT
Samazan,FR,SZ2
Sambin,FR,S8B
Saméon,FR,S5N
Samer,FR,SMQ
Sammarçolles,FR,AMM
Sammeron,FR,SKO
Samoëns,FR,OEN
Samois-sur-Seine,FR,QSO
Samonac,FR,SZO
Samoreau,FR,SMW
Sampans,FR,A5D
Sampigny-lès-Maranges,FR,XGM
Sanary-sur-Mer,FR,YNR
Sancé,FR,SNQ
Sancerre,FR,SRR
Sancey-le-Grand,FR,YGA
Sancey-le-Long,FR,YLG
Sancheville,FR,SVE
Sancoins,FR,SNI
Sand,FR,S3D
Sandillon,FR,S2D
Sandouville,FR,SNV
Sandrancourt,FR,SQV
Sangatte,FR,SXG
Sanguinet,FR,AGI
Sanilhac,FR,ILH
Sannes,FR,S6N
San-Nicolao,FR,HCB
Sannois,FR,SNW
Sanous,FR,YQP
Sansac-de-Marmiesse,FR,MQM
Sanssac-l'Église,FR,G9N
Santenay,FR,TAY
Santeny,FR,SYV
Santes,FR,YZF
Santoche,FR,QTS
Santranges,FR,8RF
Sanvensa,FR,RGV
Sanvignes-les-Mines,FR,VGM
Saône,FR,SAK
Saou,FR,UOK
Sapois,FR,SIS
Saran,FR,SRN
Sarbazan,FR,ZSX
Sarceaux,FR,S6C
Sarcelles,FR,SRC
Sarcey,FR,SR7
Sarcey,FR,S8Y
Sarcy,FR,YCC
Sare,FR,P64
Sargé-sur-Braye,FR,SBW
Sari-d'Orcino,FR,P8S
Sarlande,FR,SD3
Sarlat-la-Canéda,FR,SLC
Sarp,FR,SZP
Sarragachies,FR,GXG
Sarralbe,FR,RRB
Sarraltroff,FR,SRF
Sarrancolin,FR,XSN
Sarras,FR,RRP
Sarrebourg,FR,SBG
Sarreguemines,FR,SAR
Sarreinsming,FR,SSG
Sarre-Union,FR,RNI
Sarrewerden,FR,SWE
Sarrians,FR,SRS
Sarrola-Carcopino,FR,SRO
Sars-et-Rosières,FR,ZKP
Sartène,FR,EA9
Sartrouville,FR,SVL
Sarzeau,FR,YSZ
Sassangy,FR,YYG
Sassay,FR,S3S
Sassenage,FR,SSS
Sasseville,FR,S2I
Sassierges-Saint-Germain,FR,ASS
Sathonay-Camp,FR,SC8
Satolas-et-Bonce,FR,SBQ
Saturargues,FR,RUS
Saubusse,FR,UBS
Saucats,FR,SC5
Saucourt,FR,AUK
Saudoy,FR,OYY
Saugnacq-et-Muret,FR,GQT
Saugues,FR,AGG
Saujon,FR,SJN
Saulce-sur-Rhône,FR,URH
Saulcet,FR,TCE
Saulcy,FR,UYC
Saulcy-sur-Meurthe,FR,S2Y
Saulieu,FR,IEU
Saulnes,FR,S2A
Saulnières,FR,XSZ
Saulny,FR,SU9
Saulon-la-Chapelle,FR,SLZ
Saulon-la-Rue,FR,SL2
Sault,FR,L84
Saultain,FR,SLT
Sault-Brénaz,FR,SBR
Sault-de-Navailles,FR,SD2
Sault-lès-Rethel,FR,ULT
Saulty,FR,S3U
Saulx,FR,SXH
Saulx-les-Chartreux,FR,SXU
Saulxures-lès-Nancy,FR,SLY
Saulxures-sur-Moselotte,FR,SLX
Saulzais-le-Potier,FR,SZ3
Saulzet-le-Chaud,FR,S5C
Sauméjan,FR,SKJ
Saumur,FR,SAU
Saunay,FR,7UY
Sausheim,FR,SHM
Saussay,FR,YSW
Saussay-la-Campagne,FR,YCP
Saussignac,FR,SA4
Saussines,FR,SA9
Sauternes,FR,SU2
Sauteyrargues,FR,SU3
Sautron,FR,SAT
Sauvagnon,FR,QAN
Sauvelade,FR,UVD
Sauverny,FR,YSV
Sauveterre,FR,SVT
Sauveterre-de-Béarn,FR,VT9
Sauveterre-de-Guyenne,FR,TUY
Sauveterre-la-Lémance,FR,9ST
Sauvian,FR,HSV
Sauviat-sur-Vige,FR,SSW
Sauvigney-lès-Pesmes,FR,ZIW
Sauvigny-les-Bois,FR,SLJ
Sauvoy,FR,SYQ
Saux,FR,SW9
Sauzet,FR,SZT
Sauzet,FR,SW3
Sauzé-Vaussais,FR,SZV
Savasse,FR,SVZ
Savenay,FR,SNA
Savennières,FR,SW4
Saverdun,FR,SD7
Saverne,FR,SAV
Savignac,FR,SW2
Savignac,FR,SC3
Savignac-de-Duras,FR,SA2
Savignac-de-l'Isle,FR,FFL
Savignac-Lédrier,FR,S7V
Savignargues,FR,SA3
Savigné,FR,V2G
Savigné-l'Évêque,FR,S7R
Savigné-sur-Lathan,FR,SVH
Savigneux,FR,SVJ
Savigny,FR,SGY
Savigny-en-Revermont,FR,SYR
Savigny-en-Sancerre,FR,SA5
Savigny-en-Véron,FR,SVO
Savigny-lès-Beaune,FR,LGB
Savigny-le-Temple,FR,SVG
Savigny-Lévescault,FR,SYL
Savigny-sous-Mâlain,FR,8OR
Savigny-sur-Aisne,FR,IYU
Savigny-sur-Braye,FR,SYB
Savigny-sur-Clairis,FR,YCS
Savigny-sur-Orge,FR,GYG
Savigny-sur-Seille,FR,SVU
Savines-le-Lac,FR,SIL
Savonnières,FR,ONR
Savonnières-devant-Bar,FR,RDB
Savonnières-en-Perthois,FR,VNP
Savouges,FR,S89
Savoyeux,FR,SV2
Savy-Berlette,FR,SBL
Sayat,FR,YAT
Saze,FR,SA7
Sazilly,FR,SA8
Scaër,FR,SCA
Sceaux,FR,SU8
Sceaux,FR,SZX
Sceaux-d'Anjou,FR,4ML
Sceaux-du-Gâtinais,FR,5LS
Scey-sur-Saône-et-Saint-Albin,FR,SSA
Schaeffersheim,FR,S2H
Schalbach,FR,SLW
Scharrachbergheim,FR,GHT
Scherwiller,FR,RWL
Schiltigheim,FR,SCH
Schirmeck,FR,SMK
Schlierbach,FR,RBH
Schnau,FR,DX6
Schneck,FR,SHK
Schopperten,FR,SHP
Schweighouse-sur-Moder,FR,67B
Schweighouse-Thann,FR,SHW
Schwindratzheim,FR,SWM
Scientrier,FR,4SH
Sciez,FR,ZHM
Scionzier,FR,SCZ
Scorbe-Clairvaux,FR,RBX
Scoury,FR,QSY
Scrignac,FR,4FS
Scy-Chazelles,FR,YCH
Sébazac-Concourès,FR,SZB
Sebourg,FR,SWB
Sébrazac,FR,Z99
Séchault,FR,S7T
Sécheras,FR,SE3
Seclin,FR,SCN
Secondigné-sur-Belle,FR,C4B
Secondigny,FR,HSY
Secqueville-en-Bessin,FR,ZQF
Sedan,FR,SED
Sedze-Maubecq,FR,HDY
Seebach,FR,ZBD
Sées,FR,EES
Séez,FR,ZEZ
Ségny,FR,SXY
Segonzac,FR,SZA
Ségoufielle,FR,SEG
Segré,FR,EGR
Ségry,FR,IC6
Seguret,FR,IKR
Séguret,FR,EG8
Ségur-le-Château,FR,XCU
Seichamps,FR,SEH
Seiches-sur-le-Loir,FR,IHL
Seignelay,FR,EIG
Seignosse,FR,XSO
Seigy,FR,4SY
Seilh,FR,SIH
Seilhac,FR,SHA
Seilhan,FR,SHN
Seillans,FR,SV7
Seillonnaz,FR,HYU
Seine-Port,FR,ST2
Seingbouse,FR,GBO
Seix,FR,SIX
Sélestat,FR,SEL
Selles-Saint-Denis,FR,SZD
Selles-sur-Cher,FR,SSH
Sellières,FR,ELI
Seloncourt,FR,SC7
Selongey,FR,SEY
Seltz,FR,ZZS
Semallé,FR,SWL
Séméac,FR,SEQ
Semécourt,FR,SCQ
Semens,FR,TRP
Semoine,FR,S6E
Semond,FR,EOD
Semoussac,FR,OVD
Semoutiers-Montsaon,FR,SUO
Semoy,FR,SOY
Semur-en-Auxois,FR,SEX
Semur-en-Vallon,FR,SN5
Semussac,FR,7AC
Senailly,FR,ENY
Senard,FR,ERD
Senarpont,FR,SRP
Sénart,FR,SN7
Sénas,FR,SEA
Senaud,FR,EAD
Séné,FR,M56
Séniergues,FR,S7G
Senlis,FR,SNO
Senlis,FR,SEI
Sennecé-lès-Mâcon,FR,NEC
Sennecey-le-Grand,FR,LQZ
Sennecey-lès-Dijon,FR,SYO
Senonches,FR,SEO
Senones,FR,SNN
Senonnes,FR,S53
Senouillac,FR,ENO
Sens,FR,SEN
Sens-de-Bretagne,FR,DED
Sentaraille,FR,SXL
Sentheim,FR,S3E
Senuc,FR,SE7
Senven-Léhart,FR,O65
Sépeaux,FR,YZO
Sepmes,FR,P5M
Seppois-le-Bas,FR,ZIK
Septèmes-les-Vallons,FR,SEP
Septfonds,FR,NDS
Septmoncel,FR,PMO
Septmonts,FR,EOT
Sept-Saulx,FR,PPT
Sept-Sorts,FR,EPT
Sept-Vents,FR,VN3
Sequedin,FR,SQN
Serain,FR,SRI
Seraincourt,FR,SN4
Sercus,FR,S8C
Serdinya,FR,DYA
Séreilhac,FR,SZJ
Serémange-Erzange,FR,SMG
Sérent,FR,TJC
Sérézin-du-Rhône,FR,SDR
Sergy,FR,SWG
Sergy,FR,AKG
Sérifontaine,FR,SER
Sérignac-sur-Garonne,FR,RCG
Sérignan,FR,SKG
Sérignan-du-Comtat,FR,SD8
Sérigny,FR,GNJ
Sérilhac,FR,IHC
Serley,FR,RY7
Sermaise,FR,QRS
Sermaises,FR,SWS
Sermaize-les-Bains,FR,ZIV
Sermamagny,FR,YAA
Sermesse,FR,R8M
Sermiers,FR,PXA
Sermizelles,FR,Y89
Sermoyer,FR,SE8
Sernhac,FR,UBM
Serqueux,FR,QQR
Serqueux,FR,SQX
Serquigny,FR,SRQ
Serra-di-Ferro,FR,QZH
Serre-Chevalier,FR,SEC
Serre-les-Sapins,FR,S7S
Serres,FR,SWR
Serres,FR,2SR
Serres-Castet,FR,RRE
Serrières,FR,SSI
Serrières,FR,SSM
Serrières/Saone-et-Loire,FR,SSO
Serrières-de-Briord,FR,SSD
Serrières-en-Chautagne,FR,SHG
Serrigny,FR,PRZ
Serris,FR,SXR
Sers,FR,T2P
Servas,FR,SVA
Servian,FR,SVN
Serviers-et-Labaume,FR,KTR
Serviès-en-Val,FR,PXW
Servigny-lès-Sainte-Barbe,FR,VYY
Serville,FR,ESL
Servins,FR,S9R
Servon,FR,SRV
Servon-sur-Vilaine,FR,ILA
Servoz,FR,SV8
Serzy-et-Prin,FR,UYV
Sessenheim,FR,HE2
Sète,FR,SET
Seurre,FR,SUP
Sevelinges,FR,EEG
Sevenans,FR,EVE
Sévérac-le-Château,FR,SXE
Sévérac-l'Église,FR,SE6
Seveux,FR,USV
Sévignac,FR,G7T
Sévignacq-Meyracq,FR,SQQ
Sévignacq-Thèse,FR,SVQ
Sévigny-Waleppe,FR,SYW
Sevran,FR,SEJ
Sèvres,FR,SEV
Sèvres-Anxaumont,FR,EUW
Sevrey,FR,SVY
Sevrier,FR,SWI
Seychalles,FR,SYH
Seyches,FR,Y47
Seyne,FR,SYN
Seynod,FR,SYD
Seyssel,FR,YSL
Seysses,FR,EY5
Seysses-Savès,FR,S2S
Seyssinet-Pariset,FR,SPS
Seyssins,FR,SYS
Seyssuel,FR,YSU
Seytroux,FR,YXT
Sézanne,FR,SEZ
Siaugues-Sainte-Marie,FR,GFZ
Siaugues-Saint-Romain,FR,SWQ
Sibelin,FR,SIB
Sideville,FR,SI5
Siecq,FR,SQ7
Sierck-les-Bains,FR,SLB
Sierentz,FR,SE5
Siersthal,FR,XS2
Sierville,FR,SIK
Sigean,FR,IGA
Signes,FR,SIG
Signy-l'Abbaye,FR,GYB
Signy-le-Petit,FR,IGY
Sigogne,FR,IGG
Sigolsheim,FR,OSS
Sigoulès,FR,IUU
Sigournais,FR,V3G
Sigy-le-Châtel,FR,QCT
Sillans,FR,SIQ
Sillé-le-Guillaume,FR,SGU
Sillery,FR,ZHY
Sillingy,FR,ILI
Silly-en-Gouffern,FR,2SG
Silly-la-Poterie,FR,S7P
Simandre,FR,IMR
Simandre-sur-Suran,FR,DSA
Simiane-Collongue,FR,IAG
Simiane-la-Rotonde,FR,IOD
Simplé,FR,NEE
Sinceny,FR,3SN
Singleyrac,FR,IYR
Singrist,FR,7SG
Sin-le-Noble,FR,SLN
Sion,FR,G9E
Siorac-de-Ribérac,FR,SR2
Siorac-en-Périgord,FR,ICP
Siran,FR,SN8
Sireuil,FR,SIU
Sirod,FR,S4D
Sissonne,FR,IOE
Sisteron,FR,ITN
Six-Fours-les-Plages,FR,SFP
