City,Code1,Code2
Draguignan,FR,DRA
Drain,FR,XC5
Drambon,FR,DAB
Drancy,FR,DCY
Drap,FR,RPV
Draveil,FR,ZCM
Drefféac,FR,LA8
Drémil-Lafage,FR,D3L
Dreuilhe,FR,DLH
Dreuil-lès-Amiens,FR,DSI
Dreux,FR,DRE
Drocourt,FR,DRC
Droisy,FR,H74
Droue-sur-Drouette,FR,D9D
Drouges,FR,DUQ
Droupt-Saint-Basle,FR,D9S
Druelle,FR,DR3
Drulingen,FR,DRN
Drumettaz-Clarafond,FR,DEZ
Drusenheim,FR,DRU
Dry,FR,QDR
Duault,FR,DUA
Ducey,FR,DUC
Duclair,FR,DUW
Ducy-Sainte-Marguerite,FR,DGU
Duerne,FR,DUE
Dugny,FR,DUG
Dugny-sur-Meuse,FR,DNY
Duisans,FR,DUS
Dun,FR,DN2
Dunières,FR,HUT
Dunkerque,FR,DKK
Dun-le-Palestel,FR,DUX
Dun-les-Places,FR,DLP
Dun-sur-Auron,FR,DAU
Duntzenheim,FR,DTZ
Duppigheim,FR,DHM
Duras,FR,DS2
Duravel,FR,DRV
Durban-Corbières,FR,DC3
Durfort-et-Saint-Martin-de-Sossenac,FR,DM2
Durmenach,FR,DNH
Durrenbach,FR,DRR
Durtal,FR,DUR
Durtol,FR,DTL
Dury,FR,DYZ
Dussac,FR,DDC
Duttlenheim,FR,DTM
Duvy,FR,DUV
Eaubonne,FR,EAO
Eaunes,FR,E9U
Eauze,FR,EAZ
Ébaty,FR,TKQ
Ebblinghem,FR,EBM
Ébouleau,FR,OKT
Ébreuil,FR,EUB
Écauville,FR,EL9
Échallat,FR,EHL
Écharcon,FR,EHR
Échassières,FR,ECJ
Échauffour,FR,ECF
Échebrune,FR,KIO
Échemiré,FR,ECM
Échenevex,FR,ECX
Échenon,FR,ECN
Échenoz-la-Méline,FR,EZM
Échevis,FR,EJV
Échevronne,FR,VGF
Échigey,FR,HIG
Echiré,FR,EC8
Échirolles,FR,ECH
Eckbolsheim,FR,EBH
Eckwersheim,FR,EK7
Éclaron-Braucourt-Sainte-Livière,FR,EBV
Écleux,FR,JU3
Éclimeux,FR,XEZ
Eclose,FR,OKE
École-Valentin,FR,EAT
Écommoy,FR,ECO
Écos,FR,WFD
Écouché,FR,EUD
Écouen,FR,ECU
Écouflant,FR,EFL
Ecquevilly,FR,EQV
Écueil,FR,HHJ
Écueillé,FR,E36
Écuelles,FR,ECI
Écuires,FR,E62
Écuisses,FR,YUZ
Écully,FR,ECY
Écury-le-Repos,FR,ECP
Écury-sur-Coole,FR,EC9
Écutigny,FR,UTI
Edern,FR,EDN
Édon,FR,EDX
Eecke,FR,ECE
Égleny,FR,EG4
Égletons,FR,EGO
Égliseneuve-d'Entraigues,FR,EAG
Égly,FR,GLY
Égry,FR,L7G
Éguelshardt,FR,EGH
Éguilles,FR,EGS
Éguilly,FR,EGY
Éguilly-sous-Bois,FR,E26
Eguisheim,FR,EGU
Éguzon-Chantôme,FR,EGM
Eichhoffen,FR,IHN
Einvaux,FR,EVU
Einville-au-Jard,FR,EAJ
Élancourt,FR,ELA
Elbeuf,FR,EBF
Elbeuf-en-Bray,FR,KWW
Éleu-dit-Leauwette,FR,WEL
Elliant,FR,EAF
Elne,FR,ELN
Éloyes,FR,ELY
Elsenheim,FR,ELH
Elven,FR,EVN
Emberménil,FR,EML
Embres-et-Castelmaure,FR,EC2
Embrun,FR,EMB
Émerainville,FR,EMV
Émeringes,FR,E69
Emmerin,FR,EMQ
Encausse-les-Thermes,FR,T4Z
Engente,FR,EN3
Enghien-les-Bains,FR,ELB
Ennery,FR,ENN
Ennery,FR,EE2
Ennetières-en-Weppes,FR,EEW
Ennevelin,FR,EVL
Ennezat,FR,EZT
Ensisheim,FR,ENI
Ensuès-la-Redonne,FR,EUK
Entraigues,FR,E45
Entraigues-sur-la-Sorgue,FR,ENX
Entrammes,FR,ENT
Entrange,FR,ET6
Entraygues-sur-Truyère,FR,ZTY
Entrecasteaux,FR,UXA
Entrechaux,FR,JII
Entre-deux-Guiers,FR,EEU
Entrelacs,FR,NLW
Entressen,FR,TTK
Entzheim,FR,EZI
Envermeu,FR,ENV
Épagne-Épagnette,FR,EGG
Épagny,FR,EZP
Épagny,FR,EGZ
Épargnes,FR,EG9
Épaux-Bézu,FR,PUZ
Épehy,FR,EPE
Épénancourt,FR,EPC
Épercieux-Saint-Paul,FR,E2S
Éperlecques,FR,EQE
Épernay,FR,EPY
Épernon,FR,EPN
Épervans,FR,5EP
Epfig,FR,FIG
Épiais-lès-Louvres,FR,ELL
Épierre,FR,EPI
Épinac-les-Mines,FR,HHF
Épinal,FR,EPL
Épinay-sous-Sénart,FR,EPS
Épinay-sur-Orge,FR,EYO
Épinay-sur-Seine,FR,ESS
Épineau-les-Voves,FR,V9P
Épineuil,FR,EP5
Épineuil-le-Fleuriel,FR,EFQ
Épinouze,FR,EPZ
Époisses,FR,EOS
Épône,FR,EPO
Épouville,FR,EPV
Époye,FR,YEY
Eppeville,FR,EPP
Épreville,FR,EEV
Épreville-en-Roumois,FR,EVM
Équemauville,FR,EUM
Équeurdreville,FR,EU6
Équilly,FR,EQL
Éragny,FR,ESO
Éragny-sur-Epte,FR,E5G
Éraville,FR,ER3
Erbray,FR,EBY
Erbree,FR,EBP
Ercé,FR,ERX
Ercheu,FR,EHU
Ercourt,FR,U8E
Ercuis,FR,ERC
Ergersheim,FR,EHG
Ergué-Gabéric,FR,EGI
Ermenonville,FR,EOE
Ermont,FR,ERM
Ernée,FR,EEE
Ernes,FR,E9N
Ernolsheim-Bruche,FR,NL5
Ernolsheim-lès-Saverne,FR,EH9
Érôme,FR,ER4
Erquinghem-le-Sec,FR,ERS
Erquinghem-Lys,FR,ERL
Erquy,FR,QUY
Erstein,FR,ERN
Esbly,FR,ESB
Escalquens,FR,ECS
Escanecrabe,FR,ESH
Escardes,FR,E8D
Escaudain,FR,E59
Escauduvres,FR,ECV
Escautpont,FR,TJX
Eschau,FR,ESC
Eschbach,FR,ES4
Esches,FR,EHS
Esclanèdes,FR,ES8
Esclavelles,FR,Q2R
Escles,FR,ESZ
Esclottes,FR,4ET
Escornebuf,FR,ORZ
Escource,FR,ECD
Escoussans,FR,ES2
Escragnolles,FR,BJP
Escrennes,FR,ESF
Escueillens,FR,UC2
Eslettes,FR,ELX
Esmans,FR,ES5
Esmery-Hallon,FR,ZCR
Esnandes,FR,EN2
Espalion,FR,EPA
Espaly-Saint-Marcel,FR,ORQ
Esparron,FR,EN9
Esparsac,FR,E9C
Espelette,FR,EPX
Espéraza,FR,EP2
Espiens,FR,GEP
Espiet,FR,EI2
Espinouse,FR,ZUS
Espira-de-l'Agly,FR,ER2
Esprels,FR,EP3
Esquéhéries,FR,EQU
Esquelbecq,FR,EQQ
Esquennoy,FR,ESY
Esquerdes,FR,Q8D
Esquièze-Sère,FR,ESQ
Essarois,FR,E2R
Essarts en Bocage,FR,NB3
Essay,FR,ESP
Essert,FR,E2E
Essertenne,FR,Y7R
Essert-Romand,FR,RMD
Essey,FR,EXE
Essey-et-Maizerais,FR,YEM
Essey-lès-Nancy,FR,YLN
Essigny-le-Grand,FR,ELG
Essômes-sur-Marne,FR,EM2
Esson,FR,EXO
Essonnes,FR,U4U
Essoyes,FR,3EY
Estagel,FR,ETG
Estaires,FR,EXS
Estancarbon,FR,ET9
Esternay,FR,EEY
Estézargues,FR,ZAR
Estillac,FR,ETL
Estissac,FR,EST
Estivareilles,FR,EIA
Estivareilles,FR,ETV
Estouteville-Écalles,FR,EUC
Estrablin,FR,EBN
Estréelles,FR,XTX
Estrées,FR,EQS
Estrées - Deniécourt,FR,EDD
Estrées-Mons,FR,EMN
Estrées-Saint-Denis,FR,ESD
Estreux,FR,PU6
Esvres,FR,ESV
Étables,FR,TBS
Étables-sur-Mer,FR,EEM
Étagnac,FR,EGK
Étain,FR,EAN
Étainhus,FR,H6Y
Étais-la-Sauvin,FR,F89
Étalans,FR,ETA
Étalondes,FR,ESM
Étampes,FR,ETM
Étampes-sur-Marne,FR,EMM
Étang-sur-Arroux,FR,EAR
Étaples,FR,ELS
Étaule,FR,ZCX
Étaules,FR,ETW
Étauliers,FR,UL3
Etaux,FR,ETK
Eteaux,FR,7ET
Éteignières,FR,EII
Ételfay,FR,EY6
Eternoz,FR,NOZ
Éterpigny,FR,EPG
Étigny,FR,ETX
Étiolles,FR,EIO
Étival,FR,EV6
Étival-Clairefontaine,FR,ETI
Étoges,FR,CJ9
Étoile-sur-Rhône,FR,ESR
Étréchy,FR,ETR
Étreillers,FR,ET4
Étrelles,FR,ETE
Étrembières,FR,EBS
Étrépagny,FR,ETY
Etrepy,FR,XEP
Etreux,FR,6TY
Étriac,FR,E8C
Étricourt-Manancourt,FR,EKU
Étrigny,FR,PF4
Étrochey,FR,ETO
Étroussat,FR,ETU
Étupes,FR,ETP
Éturqueraye,FR,27E
Eu,FR,EUH
Eugénie-les-Bains,FR,X7T
Eulmont,FR,EMT
Eurre,FR,R9E
Eurville,FR,ERV
Euville,FR,UUE
Euzet,FR,GZ3
Evans,FR,2KH
Évenos,FR,EV4
Évergnicourt,FR,EV9
Évette-Salbert,FR,EVS
Éveux,FR,EVC
Évian-les-Bains,FR,EVI
Évin-Malmaison,FR,VVM
Évires,FR,ER7
Évisa,FR,EVA
Évreux,FR,EVX
Évron,FR,EVO
Évry,FR,EWY
Évry,FR,EVR
Évry-Grégy-sur-Yerre,FR,YEG
Excideuil,FR,EXD
Exideuil,FR,U2W
Exincourt,FR,ECT
Exireuil,FR,EXL
Eybens,FR,EYN
Eycheil,FR,EYL
Eygalières,FR,EYG
Eyguières,FR,G8Y
Eygurande,FR,EYR
Eymet,FR,EYT
Eymeux,FR,EMX
Eymoutiers,FR,EYI
Eynesse,FR,ENS
Eyragues,FR,EYU
Eyrans,FR,HY7
Eyrein,FR,EYZ
Eysines,FR,EYS
Eyzerac,FR,YA2
Eyzin-Pinet,FR,EP6
Èze,FR,EZQ
Ézy-sur-Eure,FR,EYE
Fabas,FR,TFB
Fabras,FR,7EH
Fabrègues,FR,ZCS
Fabrezan,FR,FAZ
Faches-Thumesnil,FR,FMI
Facture,FR,FAC
Fagnières,FR,FAG
Faimbe,FR,FMB
Fain-lès-Moutiers,FR,UEF
Fains,FR,FAQ
Fains-Véel,FR,FSV
Falaise,FR,FAS
Faleyras,FR,YFS
Fallencourt,FR,Z4R
Fallerans,FR,7FA
Falleron,FR,FAO
Fameck,FR,FMK
Faramans,FR,FAM
Farébersviller,FR,FBV
Fareins,FR,FS8
Faremoutiers,FR,FAR
Farges-Allichamps,FR,FAP
Farges-lès-Chalon,FR,TTR
Farges-lès-Mâcon,FR,OAR
Fargniers,FR,FGP
Fargues,FR,FGL
Fargues-de-Langon,FR,DGA
Fargues-Saint-Hilaire,FR,FGH
Farinole,FR,F6E
Farschviller,FR,FVR
Fatines,FR,8TI
Faucigny,FR,FCY
Faucogney-et-la-Mer,FR,ELM
Faucon,FR,FCZ
Faugères,FR,FGS
Fauillet,FR,ZDC
Faulquemont,FR,FQM
Faumont,FR,FLM
Fauverney,FR,FVE
Faux,FR,FXD
Faveraye-Mâchelles,FR,FMS
Faverges,FR,FAV
Faverney,FR,FQV
Faverolles,FR,FVO
Faverolles,FR,FVL
Faverolles-et-Coëmy,FR,FEM
Faverolles-sur-Cher,FR,FZH
Favières,FR,YFQ
Favières,FR,FV2
Fay,FR,FAB
Fay-aux-Loges,FR,FYL
Fay-de-Bretagne,FR,FBA
Faye-d'Anjou,FR,FAJ
Faye-l'Abbesse,FR,8UX
Fayence,FR,FYC
Fayl-Billot,FR,FY3
Fayl-la-Fôret,FR,FFO
Faymont,FR,FMV
Fayssac,FR,TAF
Fay-sur-Lignon,FR,FAY
Fécamp,FR,FEC
Féchain,FR,FCH
Fécocourt,FR,QQF
Fegersheim,FR,FEG
Feignies,FR,FGN
Feillens,FR,FEI
Feings,FR,4FE
Feins-en-Gâtinais,FR,FSG
Fel,FR,FEL
Feliceto,FR,FLT
Félines,FR,FLN
Félines-Minervois,FR,HBF
Felleries,FR,NFL
Felletin,FR,FTI
Fénay,FR,CFN
Fendeille,FR,U5F
Fénétrange,FR,FTG
Fenioux,FR,FNX
Fenouillet,FR,FEN
Ferdrupt,FR,FDU
Fèrebrianges,FR,FBS
Fère-Champenoise,FR,FRC
Fère-en-Tardenois,FR,FET
Férel,FR,FR2
Férin,FR,NRF
Fermanville,FR,F2V
Ferney-Voltaire,FR,FEV
Férolles-Attilly,FR,F2A
Ferques,FR,FQS
Ferrals-les-Corbières,FR,RWS
Ferrière-la-Grande,FR,FGR
Ferrieres,FR,RRR
Ferrières-en-Bray,FR,FSB
Ferrières-en-Brie,FR,IEB
Ferrières-en-Gâtinais,FR,FEA
Fervaques,FR,FER
Fesches-le-Châtel,FR,FLC
Fessenheim,FR,FSH
Festes-et-Saint-André,FR,F7E
Festigny,FR,SIY
Féternes,FR,FTR
Feucherolles,FR,FUQ
Feuchy,FR,QFC
Feugarolles,FR,FUG
Feuges,FR,F2U
Feuilla,FR,FIA
Feuillères,FR,FUL
Feuquières,FR,FQR
Feuquières-en-Vimeu,FR,FVI
Feurs,FR,FEU
Fèves,FR,V6F
Feytiat,FR,FTT
Feyzin,FR,FEY
Fiennes,FR,QFN
Fierville-Bray,FR,FB2
Fierville-la-Campagne,FR,FI8
Figari,FR,FSC
Figeac,FR,FGA
Fillières,FR,R54
Fillièvres,FR,IDP
Fillinges,FR,FIL
Firminy,FR,FIY
Fislis,FR,FLS
Fismes,FR,FSM
Fitilieu,FR,FTU
Fitou,FR,FIT
Fixin,FR,FXN
Flachères,FR,FCE
Flagey-Echézeaux,FR,OFE
Flamanville,FR,FL9
Flammerans,FR,SNM
Flassan,FR,VEF
Flassans-sur-Issole,FR,FSI
Flaucourt,FR,ZAM
Flaugeac,FR,2FG
Flaujac-Poujols,FR,FJ5
Flaujagues,FR,DGF
Flaumont-Waudrechies,FR,ZGB
Flaviac,FR,IAX
Flavignerot,FR,CFV
Flavigny,FR,MZF
Flavigny-sur-Ozerain,FR,FSO
Flavin,FR,V5N
Flaxlanden,FR,LXQ
Flayosc,FR,VFC
Fléac,FR,FAF
Fléré-la-Rivière,FR,FIV
Flers,FR,FLE
Flers-en-Escrebieux,FR,FCX
Flers-sur-Noye,FR,FSY
Flesselles,FR,8M8
Flêtre,FR,6FL
Fleurance,FR,FLU
Fleurat,FR,6LM
Fleurbaix,FR,FUX
Fleurey-sur-Ouche,FR,YSO
Fleurie,FR,FLR
Fleurieu-sur-Saône,FR,FSA
Fleurieux-sur-l'Arbresle,FR,FXS
Fleurines,FR,FUN
Fleury,FR,FUY
Fleury,FR,FYU
Fleury-en-Bière,FR,FB3
Fleury-la-Forêt,FR,XSQ
Fleury-la-Rivière,FR,WFL
Fleury-les-Aubrais,FR,FLA
Fleury-Mérogis,FR,FYG
Fleury-sur-Andelle,FR,FLY
Fleury-sur-Loire,FR,FSL
Fleury-sur-Orne,FR,FYN
Fléville-devant-Nancy,FR,FDN
Flévy,FR,FVY
Fleys,FR,FYZ
Flines-lès-Mortagne,FR,FG7
Flines-lez-Rache,FR,FNR
Flines-lez-Raches,FR,3FC
Flins,FR,FNS
Flixecourt,FR,FXU
Flocques,FR,FQU
Flogny-la-Chapelle,FR,FCP
Floing,FR,NG8
Floirac,FR,FQL
Floirac,FR,FLK
Floirac,FR,FLO
Florac,FR,FLF
Florange,FR,FLG
Florensac,FR,CAK
Florentin,FR,WFN
Florentin-la-Capelle,FR,F23
Floressas,FR,WFS
Floure,FR,WFU
Flourens,FR,FL2
Foëcy,FR,FQY
Foissac,FR,2FO
Foissiat,FR,FTF
Foix,FR,FOI
Folembray,FR,FBY
Folkling,FR,FKL
Follainville-Dennemont,FR,FVD
Folschviller,FR,FOL
Fomperron,FR,FOB
Foncegrive,FR,C7V
Foncine-le-Haut,FR,FLH
Fondamente,FR,FNA
Fondettes,FR,FDS
Fongueusemare,FR,F7M
Fonsorbes,FR,H39
Fontafie,FR,FIE
Fontain,FR,FQT
Fontaine,FR,FIN
Fontaine,FR,FNT
Fontainebleau,FR,FBU
Fontaine-Denis-Nuisy,FR,FDY
Fontaine-de-Vaucluse,FR,WFV
Fontaine-en-Bray,FR,F7Y
Fontaine-Étoupefour,FR,NPU
Fontaine-Française,FR,2FF
Fontaine-Guérin,FR,FGU
Fontaine-Henry,FR,FHY
Fontaine-la-Guyon,FR,FG3
Fontaine-la-Mallet,FR,FAI
Fontaine-la-Soret,FR,FIR
Fontaine-le-Dun,FR,FTD
Fontaine-le-Port,FR,FOP
Fontaine-lès-Croisilles,FR,ZCW
Fontaine-lès-Dijon,FR,FLD
Fontaine-les-Grès,FR,RRJ
Fontaine-lès-Luxeuil,FR,FON
Fontaine-lès-Vervins,FR,FVN
Fontaine-Mâcon,FR,T7M
Fontaine-Notre-Dame,FR,XIN
Fontaine-Notre-Dame,FR,XFO
Fontaines,FR,FAE
Fontaines,FR,FY8
Fontaine-Simon,FR,FTM
Fontaines-sur-Saône,FR,FSS
Fontaine-sur-Somme,FR,FTO
Fontanes,FR,46O
Fontanes,FR,XON
Fontanès,FR,F8N
Fontanès,FR,XAS
Fontanil-Cornillon,FR,FCN
Fontcouverte,FR,XVE
Fontenailles,FR,FTL
Fontenai-Sur-Orne,FR,FS2
Fontenay,FR,FTN
Fontenay-aux-Roses,FR,FYS
Fontenay-en-Parisis,FR,FEP
Fontenay-le-Comte,FR,FOC
Fontenay-le-Fleury,FR,FNF
Fontenay-lès-Briis,FR,F7B
Fontenay-le-Vicomte,FR,FLV
Fontenay-près-Chablis,FR,XBI
Fontenay-sous-Bois,FR,FYB
Fontenay-sur-Eure,FR,FSE
Fontenay-sur-Mer,FR,FOM
Fontenay-Trésigny,FR,FOT
Fontenelle-en-Brie,FR,FT2
Fontenilles,FR,FZT
Fontenoy-le-Château,FR,3GV
Fontenoy-sur-Moselle,FR,FYO
Fontes,FR,XTE
Fontette,FR,FUT
Fontevraud-l'Abbaye,FR,FOV
Fontguenand,FR,TFD
Fontiès-d'Aude,FR,FAD
Fontjoncouse,FR,TJ5
Fontoy,FR,FTY
Fontpédrouse,FR,FTP
Font-Romeu,FR,QZF
Fontvieille,FR,FNV
Forbach,FR,FOR
Forcalquier,FR,FLQ
Forceville-en-Vimeu,FR,FC2
Foreste,FR,FRS
Forges-la-Forêt,FR,FGF
Forges-les-Bains,FR,FGB
Forges-les-Eaux,FR,FLX
Formerie,FR,FME
Formigny,FR,FFM
Fornex,FR,FXR
Forstfeld,FR,FFD
Forstheim,FR,FTH
Fort-Batard,FR,FTB
Fort-de-France = MQ FDF,FR,
Fortschwihr,FR,HR8
Fos,FR,FXM
Fos,FR,FZS
Fosse,FR,FO8
Fossé,FR,FOZ
Fossé,FR,FOE
Fosses,FR,OSE
Fossès-et-Baleyssac,FR,FEB
Fossoy,FR,OYZ
Fos-sur-Mer,FR,FOS
Foucarmont,FR,ZCT
Foucherans,FR,FCR
Fouchères,FR,X7Z
Fouesnant,FR,FUS
Foug,FR,FOG
Fougere,FR,FFG
Fougères,FR,FOU
Fougères-sur-Bièvre,FR,FBI
Fougerolles,FR,UGR
Fougueyrolles,FR,FOH
Fouilloy,FR,FUO
Foulain,FR,FU3
Foulayronnes,FR,FYR
Foulbec,FR,FBC
Fouquières-lès-Béthune,FR,FLB
Fouquières-lès-Lens,FR,FLL
Four,FR,4UR
Fouras,FR,FUA
Fourcès,FR,FRG
Fourchambault,FR,FHB
Fourches,FR,FC4
Fourcigny,FR,7FU
Fourmies,FR,FRM
Fourneaux,FR,FEX
Fournès,FR,FNU
Fournes-en-Weppes,FR,FOW
Fournets-Luisans,FR,FL3
Fourneville,FR,F2R
Fourques,FR,FUU
Fourques,FR,FRQ
Fourques-sur-Garonne,FR,FQG
Fourqueux,FR,EUZ
Fourquevaux,FR,QRF
Fours,FR,FDO
Foussemagne,FR,FMG
Foussignac,FR,FFA
Fouzilhon,FR,3FO
Fox-Amphoux,FR,ZE3
Fragnes,FR,FGQ
Frais,FR,FRI
Fraisans,FR,FAA
Fraissé-des-Corbières,FR,FDR
Fraisses,FR,AEW
Fraize,FR,FRZ
Frambouhans,FR,FH6
Frampas,FR,FPS
Françay,FR,FRK
Francescas,FR,ZCU
Francheville,FR,FXV
Francheville,FR,FNE
Francin,FR,FCI
Franclens,FR,2FR
Franconville,FR,ZAG
Francourville,FR,FCV
Francs,FR,RAF
Francueil,FR,FA3
Frangy,FR,RNY
Franois,FR,FNO
Franquevaux,FR,2DG
Franqueville,FR,FRA
Franqueville-Saint-Pierre,FR,FQP
Frans,FR,FXA
Fransu,FR,FSU
Frasne,FR,FAN
Frébuans,FR,FRB
Fréchou,FR,F47
Freistroff,FR,FSR
Fréjus,FR,FRJ
Frelinghien,FR,2FL
Frémécourt,FR,FCT
Freneuse,FR,FKU
Freney,FR,XFV
Frépillon,FR,FPO
Fresco,FR,YN2
Fresnay-le-Comte,FR,F2C
Fresnay-le-Long,FR,6YG
Fresnay-le-Samson,FR,T6Z
Fresnay-l'Évêque,FR,L8Q
Fresnay-sur-Sarthe,FR,FYQ
Fresnes,FR,3EG
Fresnes/Paris,FR,FES
Fresne-Saint-Mamès,FR,H4T
Fresnes-sur-Escaut,FR,FAU
Fresnes-sur-Marne,FR,F3M
Fresneville,FR,FSF
Fresney-le-Puceux,FR,FLP
Fresney-le-Vieux,FR,P9Y
Fresnoy-en-Thelle,FR,FRF
Fresnoy-la-Rivière,FR,FS3
Fresnoy-le-Grand,FR,FRY
Fresnoy-lès-Roye,FR,F2S
Frespech,FR,FPH
Fressancourt,FR,2DN
Fresse,FR,FEE
Fressenneville,FR,FRE
Fresse-sur-Moselle,FR,FMO
Fressin,FR,FSQ
Fréterive,FR,FTV
Fréteval,FR,FVA
Fréthun,FR,FHN
Fretigney-et-Velloreille,FR,FXX
Fretin,FR,ZDB
Frevent,FR,F62
Fréville,FR,F3L
Frévin-Capelle,FR,FVC
Freyming-Merlebach,FR,FGM
Friaize,FR,RI9
Friesen,FR,FSN
Frignicourt,FR,FGK
Friville-Escarbotin,FR,ZCV
Froges,FR,FGE
Froideconche,FR,FDC
Froidefontaine,FR,FFI
Froidfond,FR,FOO
Froissy,FR,FSZ
Fromelennes,FR,XNE
Fromental,FR,FOQ
Fromont,FR,FMT
Froncles,FR,FCS
Fronsac,FR,OLP
Fronsac,FR,FNC
Frontenac,FR,FTE
Frontenas,FR,FTA
Frontenaud,FR,FRN
Frontenex,FR,FTX
Frontignan,FR,FRO
Fronton,FR,FNN
Frontonas,FR,I38
Fronville,FR,FRV
Frotey-lès-Lure,FR,2KN
Frotey-lès-Vesoul,FR,FT4
Frouard,FR,OXA
Frouzins,FR,FZI
Frschwiller,FR,FCW
Fruges,FR,FRU
Fuans,FR,FU2
Fublaines,FR,FBL
Fuissé,FR,FUI
Fumay,FR,FMA
Fumel,FR,FUM
Furdenheim,FR,F8R
Furiani,FR,FUR
Fussey,FR,WFY
Fussy,FR,QSS
Fuveau,FR,FVU
Fyé,FR,FYE
Gaas,FR,GA3
Gabarnac,FR,GBE
Gabarret,FR,GAK
Gabian,FR,NHB
Gacé,FR,GAC
Gaël,FR,AEQ
Gageac-et-Rouillac,FR,GTG
Gages-le-Haut,FR,QGH
Gagnac-sur-Cère,FR,GCF
Gagnac-sur-Garonne,FR,GS8
Gagny,FR,GGY
Gahard,FR,GAH
Gaillac,FR,TGB
Gaillac-d'Aveyron,FR,GAA
Gaillan-en-Médoc,FR,GLM
Gaillard,FR,GAD
Gaillardbois-Cressenville,FR,GRB
Gaillefontaine,FR,GFT
Gaillon,FR,GAI
Gainneville,FR,GNV
Gajan,FR,G9J
Galapian,FR,6GP
Galargues,FR,GSE
Galgon,FR,GAL
Gallardon,FR,GLD
Gallargues-le-Montueux,FR,GLX
Gamaches,FR,GCS
Gambais,FR,GAM
Gambsheim,FR,GHM
Gan,FR,GAQ
Gandrange,FR,GDN
Ganges,FR,GGX
Gannat,FR,GAN
Gap,FR,GAT
Gapennes,FR,PQN
Garancières-en-Beauce,FR,GEB
Garat,FR,RAT
Garcelles-Secqueville,FR,GSQ
Garches,FR,GCE
Gardanne,FR,GDE
Gardegan-et-Tourtirac,FR,GZX
Gardie,FR,GDI
Gardonne,FR,GRD
Gare Saint-Laud/Angers,FR,SLA
Garennes-sur-Eure,FR,GNN
Garéoult,FR,GOT
Garganvillar,FR,82G
Gargas,FR,RO9
Gargas,FR,GGA
Gargenville,FR,GAR
Garges-lès-Gonesse,FR,GLG
Garlin,FR,GRW
Garons,FR,GJS
Gasny,FR,GAY
Gassin,FR,GAS
Gastes,FR,G4S
Gastins,FR,GST
Gasville,FR,G28
Gasville-Oisème,FR,GVO
Gattières,FR,GTE
Gaubert,FR,GA8
Gaubertin,FR,GBX
Gauchy,FR,GAU
Gaujac,FR,JCJ
Gaujacq,FR,GJQ
Gauriac,FR,GUR
Gavet,FR,GVT
Gavray,FR,YGV
Gâvres,FR,GV5
Gaye,FR,GAE
Gayon,FR,G64
Gazeran,FR,GZE
Géanges,FR,G6N
Geaune,FR,EUN
Gehée,FR,GH3
Geispolsheim,FR,GES
Geiswasser,FR,GWS
Gelais,FR,YGG
Gellainville,FR,GIJ
Gellenoncourt,FR,GN8
Geloux,FR,GX2
Gelucourt,FR,M34
Gemeaux,FR,GMX
Gémenos,FR,GEM
Gémozac,FR,GEZ
Genainville,FR,GNF
Genas,FR,GEN
Genay,FR,GNZ
Genay,FR,ENA
Génébrières,FR,G8E
Génelard,FR,GL2
Générac,FR,2GR
Générac,FR,GNA
Générargues,FR,UUS
Geneston,FR,GET
Geneuille,FR,G3E
Génicourt,FR,GCO
Genilac,FR,N42
Genillé,FR,GQL
Génissac,FR,GSC
Genlis,FR,GEL
Gennes,FR,GJJ
Gennes-Val-de-Loire,FR,9GV
Genneton,FR,GE8
Gennevilliers,FR,GVL
Génolhac,FR,GNO
Genouillac,FR,GJC
Genouillac,FR,GEO
Genouilly,FR,GEY
Gensac,FR,GXC
Gensac-la-Pallue,FR,GNC
Genté,FR,HTV
Gentilly,FR,GTY
Géovreisset,FR,GV8
Géovreissiat,FR,GVA
Gérardmer,FR,GER
Gerbécourt-et-Haplemont,FR,6JL
Gerbéviller,FR,M7F
Gercy,FR,GCY
Gergy,FR,GXY
Gerland,FR,GEK
Germaine,FR,GMI
Germainville,FR,GV9
Germignonville,FR,EG6
Germigny,FR,5GE
Germigny,FR,NSQ
Germigny-l'Évêque,FR,GYE
Germigny-l'Exempt,FR,GYX
Germolles,FR,SKL
Gerstheim,FR,GTM
Gertwiller,FR,BGW
Gervans,FR,D5E
Gerzat,FR,GRZ
Gespunsart,FR,GPS
Gesté,FR,GTX
Gestel,FR,GTL
Gétigné,FR,GTI
Geudertheim,FR,GHD
Gévezé,FR,GVZ
Gevigney-et-Mercey,FR,GYM
Gevingey,FR,4GE
Gevrey-Chambertin,FR,GEC
Gevry,FR,GQY
Gex,FR,GEX
Ghisonaccia,FR,HCG
Giat,FR,GIT
Giberville,FR,GIB
Gibret,FR,GBR
Gidy,FR,GDZ
Gien,FR,GIE
Giens,FR,GIN
Gières,FR,GEE
Giéville,FR,GI4
Gièvres,FR,GVS
Giey-sur-Aujon,FR,HMG
Giez,FR,GIZ
Gif-sur-Yvette,FR,GFY
Gigean,FR,GIG
Gignac,FR,GGN
Gignac,FR,GGJ
Gignac-la-Nerthe,FR,GGL
Gigny-sur-Saône,FR,GAO
Gigondas,FR,GGV
Gigors-et-Lozeron,FR,GLZ
Gilette,FR,GLT
Gilles,FR,GLE
Gilley,FR,GY9
Gilly-lès-Cîteaux,FR,GCC
Gilly-sur-Isère,FR,GII
Gilocourt,FR,GIC
Gimbrède,FR,GD7
